PartnerRefCD,NoOfPoints,CompanyMileagePlanNumber,TransactionDate,LastName
AJJEQU0272119031502,277,858370262,2025-06-05,Shioi Construction Inc
OCRUSW0272118760262,194,488940255,2024-12-27,Kaiser Permanete - Travel Kacie
OKHHJY0272119116174,287,635608746,2025-09-29,SOH West Hawaii SBBH
GKFWKX0272119003873,179,555906875,2021-01-27,KAISER TRAVEL-NORA
SVVAAW0272119633885,175,972845926,2025-10-07,Hawaii Unified Industries 
DNNEPO0272119614097,185,555906875,2025-10-07,KAISER TRAVEL-NORA
SYTDKF0272119628021,350,935318720,2025-10-07,KS Kaipuwaiola 99
EHBSWX0272119127949,129,423672060,2024-02-17,Hawaii Sound Systems Inc
FTPIQK0272119609703,245,834538832,2024-04-08,Starr and Company Inc
IAVCKQ0272119134434,180,676808856,2019-12-05,HMSA
NWEEZR0272119133780,180,676808856,2025-10-02,HMSA
SOJIMS0272119235146,256,833477875,2025-10-03,Kaiser Permanente - Patient - Travel 6 191082026
IIMJKJ0272119496830,245,738144061,2022-01-26,Communication Consulting Svc Inc
WTIDHP0272119509195,314,811362241,2025-10-06,Modivcare
LXMHPG0272119506421,231,614372706,2025-10-06,WCIT Architecture
FRAIKI0272119896003,231,414560661,2025-10-02,In Line Flooring LLC
NVXFRM0272119894283,102,414560661,2025-10-02,In Line Flooring LLC
DCPSMH0272119841736,87,928547594,2024-10-03,Transdev Health Solutions
SXICMI0272119634854,203,774912272,2025-08-14,SOH JUD Office of the Administrative Director
SXICMI0272119634853,203,774912272,2025-08-14,SOH JUD Office of the Administrative Director
SKVRQO0272119612035,203,947324523,2025-10-07,Fergus and Company
AGBTIB0272119744739,193,833477875,2025-10-08,Kaiser Permanente - Patient - Travel 6 191082026
UPXBMA0272118783474,272,474106286,2019-04-16,Seven Eleven
UJEZGP0272118780967,272,474106286,2025-09-29,Seven Eleven
UJEZGP0272118780968,272,474106286,2025-09-29,Seven Eleven
YFLCZR0272119011594,152,769752454,2025-10-01,Seawind Tours & Travel
UPXBMA0272118783475,272,474106286,2019-04-16,Seven Eleven
UJEZGP0272118780970,272,474106286,2025-09-29,Seven Eleven
UJEZGP0272118780969,272,474106286,2025-09-29,Seven Eleven
GJMNEZ0272119618943,269,488940255,2025-10-07,Kaiser Permanete - Travel Kacie
UPXBMA0272118783476,272,474106286,2019-04-16,Seven Eleven
DQWHKJ0272119807272,256,555906875,2019-11-06,KAISER TRAVEL-NORA
UJEZGP0272118780966,272,474106286,2025-09-29,Seven Eleven
YFLCZR0272119011593,152,769752454,2025-10-01,Seawind Tours & Travel
NSULSW0272119466085,162,488940255,2025-10-05,Kaiser Permanete - Travel Kacie
NSULSW0272119463149,162,488940255,2025-10-05,Kaiser Permanete - Travel Kacie
EXTIFO0272119509911,185,507377824,2022-01-06,Hawaii State Judiciary
OXWSMG0272119843215,165,833477875,2019-05-16,Kaiser Permanente - Patient - Travel 6 191082026
GLFKJR0272119611769,258,555906875,2024-04-16,KAISER TRAVEL-NORA
GLFKJR0272119611770,258,555906875,2024-04-16,KAISER TRAVEL-NORA
QCJJJL0272119745011,202,833477875,2025-10-08,Kaiser Permanente - Patient - Travel 6 191082026
NFBYIC0272119854967,175,902690320,2019-03-13,YTECH LLC
CFKSPH0272119400097,245,719311600,2025-10-05,Castle Resorts & Hotels
GPWVRQ0272119834724,211,545564880,2023-11-06,MCCABE HAMILTON & RENNY
UYEAPC0272119320814,87,778783681,2021-10-26,Foundation Building Materials
IGXQLJ0272119834725,211,545564880,2021-10-12,MCCABE HAMILTON & RENNY
IPZCUN0272119615958,165,555906875,2020-02-04,KAISER TRAVEL-NORA
IGXQLJ0272119834726,211,545564880,2021-10-12,MCCABE HAMILTON & RENNY
IGXQLJ0272119834723,211,545564880,2021-10-12,MCCABE HAMILTON & RENNY
KCRTFY0272119605782,171,847041506,2025-10-03,Jas W Glover Ltd
CILYNC0272118753668,188,440340876,2022-07-12,HTBYB Direct Bill
LXKTIE0272119495745,203,593575183,2025-10-06,Healthy Mothers Healthy Ba
AUWZDO0272119021289,188,514110785,2025-10-01,UH Hawaii Institute of Marine Biology-HIMB (#CRP1)
UGKXVM0272119236048,185,847449256,2025-10-03,Enterprise Holdings 1
EGCIWC0272119737146,188,950180221,2025-10-08,All Civil Process, Incorporated
ALZQDI0272119227061,79,935318720,2019-12-26,KS Kaipuwaiola 99
ATVLWX0272119022650,203,514110785,2022-10-31,UH Hawaii Institute of Marine Biology-HIMB (#CRP1)
CYEWIR0272119257421,291,581489720,2025-10-04,Foundations Hawaii, Inc.
IQUWNC0272119622786,157,488940255,2025-10-07,Kaiser Permanete - Travel Kacie
GMWRZC0272119627723,160,510318211,2025-08-10,SOH-Department of Health
ARUYMS0272119628837,81,510318211,2025-10-07,SOH-Department of Health
QQCAUF0272119505425,166,489749120,2025-10-06,Morikawa & Associates, LLC
QPHHSE0272119519447,166,489749120,2020-06-09,Morikawa & Associates, LLC
DCUXIL0272119836162,203,847449256,2025-10-09,Enterprise Holdings 1
YQPCMU0272119394078,180,586920622,2025-05-24,Patterson Dental
YFBJDW0272119007644,213,811612690,2019-08-09,SOH-DOE-OFO-FMB
MHLUKX0272119614104,203,459569563,2019-07-26,Johnson Controls
LYFSNN0272118880957,194,946222104,2025-09-30,Outrigger Hotels and Resorts:  Exec Office
CVEQXH0272119238584,185,764845690,2025-10-03,Unlimited Construction
SQJZXY0272119777314,292,178264306,2025-09-17,NW ELECTRIC, INC.
FNMVRZ0272119138611,287,529337126,2025-10-02,Kapiolani Medical Specialists
FNMVRZ0272119138612,287,529337126,2025-10-02,Kapiolani Medical Specialists
MEVYHE0272119318377,217,598540633,2022-06-22,Pharmacare Hawaii 1
GMYVAY0272119333429,315,983793160,2021-12-20,Hawaii Heart Associates
SZHYLX0272119622832,83,746400701,2025-01-04,Lanihau Properties, LLC
AFUNYO0272119754042,188,935318720,2020-01-14,KS Kaipuwaiola 99
NJFMNJ0272119512115,188,484176254,2025-10-06,Coalition for a Tobacco Free Hawaii
IAUPAI0272119135434,164,772965082,2025-10-02,SOH Department of Finance
CPJRGA0272119760847,310,811362241,2025-10-08,Modivcare
FPXEQZ0272119852380,333,650641143,2023-12-18,Island Comfort Inc
IAUPAI0272119135435,164,772965082,2025-10-02,SOH Department of Finance
IPDDGO0272119620140,240,809397514,2025-10-07,KCK Builders LLC
NJFMNJ0272119512117,188,484176254,2025-10-06,Coalition for a Tobacco Free Hawaii
YCDIFF0272119615895,179,488940255,2025-10-07,Kaiser Permanete - Travel Kacie
HFUYAA0272119956157,166,811362241,2020-01-12,Modivcare
KLNRMR0272120166990,138,555906875,2023-08-07,KAISER TRAVEL-NORA
ADXUJE0272119495888,161,427553475,2022-08-06,Maryl Group Construction Inc 1
UALRZA0272119799579,180,928547594,2025-10-07,Transdev Health Solutions
FEDCSY0272119140634,120,677309500,2025-10-02,Tile Warehouse, Inc.
SPTLIO0272120281472,164,560847394,2025-10-13,SOH DHHL-LMD
KBBWPA0272119229870,120,757577273,2025-10-03,Kanuikapono Public Charter School
LBWHSC0272119857989,239,808224885,2025-06-11,Hawaii Job Corps Staff
IHXJNZ0272119495937,234,974046614,2025-10-06,PROSERVICE PACIFIC LLC
LPHLBD0272120209531,244,512577870,2021-10-07,Hawaiian Telcom Inc Legal
OHABGG0272120213192,185,833477875,2025-10-13,Kaiser Permanente - Patient - Travel 6 191082026
LPHLBD0272120209532,244,512577870,2021-10-07,Hawaiian Telcom Inc Legal
LSHPYI0272119742499,166,954607124,2025-10-08,KUHAO, Inc. dba Sig Zane Designs
DQGTEP0272118411957,110,847449256,2025-09-25,Enterprise Holdings 1
KFZURE0272120110483,138,488940255,2025-10-12,Kaiser Permanete - Travel Kacie
GLRZGR0272120204497,69,492088376,2019-11-20,Kaiser Permanente - Continuing Care
GLRZGR0272120204498,69,492088376,2019-11-20,Kaiser Permanente - Continuing Care
YXTUCY0272120214244,131,402867916,2025-10-13,Kaiser Permanente - Patient - Main Travel Dept 191026830
FPSOJM0272120193141,69,470031763,2019-12-18,Hawaii Pilots Association
SBFZRL0272120302726,88,811362241,2025-10-14,Modivcare
OYUVOA0272119237943,157,920320321,2019-05-25,SOH DLE ASO
DNPXHJ0272119001546,161,776828220,2025-10-01,SOH DHHL Land Development Division
GPPWBT0272119838123,134,974709993,2025-10-09,Pape Machinery
ADTAEG0272120312859,131,732296261,2024-07-24,SOH DOE Civil Rights Compliance Branch
HYUBJH0272119951241,65,667818034,2024-07-09,Architects Pacific, Inc. & J3 Construction, Inc.
HGLHXA0272119954593,166,847041506,2025-10-10,Jas W Glover Ltd
FORKRJ0272119133971,161,454806170,2025-10-02,Hawaii Dental Group Inc
OYJUWW0272119849661,129,586920622,2024-01-29,Patterson Dental
FSNFGH0272119894125,166,854523261,2024-03-31,Affiliated Construction
ACXOWK0272118881735,124,853030743,2025-09-30,Southern Glazer Wine and Spirits
HDLTXU0272119910111,240,854523261,2024-12-21,Affiliated Construction
SQYBGD0272119238650,120,774303530,2025-10-03,Foodland 2
YVNTID0272119227159,120,615998504,2025-10-03,NAPA Hawaii
JMHIID0272119736776,142,404978291,2025-10-08,SOH DOE OSSS ESB Special Needs Section
UKNOWQ0272119498219,208,729559725,2021-09-18,HHSC Kauai Region
YOAYDZ0272120278850,208,134734110,2025-10-08,GOODFELLOW BROS., INC.
GEKTWJ0272120179739,124,794445083,2022-04-17,Maui Electric Company Meter Shop
NAUBSA0272119944133,156,510318211,2025-10-10,SOH-Department of Health
LZIRVP0272119503174,191,968145625,2023-09-11,University of Hawaii AVPAPP
YXBLTJ0272120217891,170,928547594,2025-10-13,Transdev Health Solutions
MNCZTL0272119736463,180,732382361,2025-10-08,Mana Up
FNUNRX0272119858402,277,688486956,2019-08-15,Cades Schutte LLP
SMOVIA0272119610715,259,935318720,2025-02-05,KS Kaipuwaiola 99
OAWWIJ0272119749992,314,811362241,2023-06-09,Modivcare
MKZQKJ0272120297655,138,946222104,2025-10-05,Outrigger Hotels and Resorts:  Exec Office
IDSUHU0272119131153,134,441459384,2025-10-02,Partners in Development Foundation
WEJYZS0272119938066,134,992346003,2025-10-10,Servco Corporate Admin
LPSUPF0272120210108,138,545564880,2019-08-14,MCCABE HAMILTON & RENNY
HIBETD0272119951897,244,833477875,2020-03-28,Kaiser Permanente - Patient - Travel 6 191082026
WHEBIN0272119937411,394,847041506,2022-06-08,Jas W Glover Ltd
SBDMTM0272120308739,138,536909332,2025-10-14,Hawaii Organ Procurement Organization
HMGMAU0272119834507,327,797133190,2025-10-09,Koga Engineering and Construction
GRBLFW0272118098148,86,454675454,2019-07-25,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
NTAAOK0272119834953,231,545267542,2025-10-09,HGEA Oahu Division
LOHFVV0272120216848,66,833477875,2025-10-13,Kaiser Permanente - Patient - Travel 6 191082026
UPIGMD0272119937484,194,859301144,2025-10-10,ULU Creative LLC
EVJTQQ0272120125674,227,518788373,2022-03-07,MKC Hawaii
EUKOZT0272120288200,185,675136254,2024-05-21,ILWU Maui Office
QCSZQQ0272119878936,124,157769323,2025-10-07,LIFE FLIGHT NETWORK
FPSFWX0272120278198,171,916607996,2025-02-16,Mid City Restaurant Supply
UUCXGL0272119944144,217,928547594,2025-10-10,Transdev Health Solutions
EIQPGE0272119735151,227,425865462,2024-11-24,BEK, Inc.
EDFGNX0272120209834,69,545564880,2019-08-03,MCCABE HAMILTON & RENNY
EDFGNX0272120209833,69,545564880,2019-08-03,MCCABE HAMILTON & RENNY
UBMQAI0272119028752,161,522276812,2025-10-01,Financial Benefits Insurance
AVDISR0272119619759,175,829507556,2025-10-07,Premier Dental Group HI Incorporated
WICGMH0272119933878,138,997233355,2025-10-10,HEMIC Admin
HFZXPE0272119228509,120,774303530,2025-10-03,Foodland 2
UTNCRY0272120549982,198,920868314,2025-10-16,Kaiser Permanente
ULWTDO0272120305191,203,975941654,2025-10-14,Spine Care Center of Hawaii
QGFCDB0272120442578,171,638283111,2025-10-15,Watumull Properties Corp
MOJEVY0272119738450,109,865309336,2025-10-08,SOH DLIR Hawai'i Labor Relations Board
SJMWYV0272120950947,131,488940255,2025-10-19,Kaiser Permanete - Travel Kacie
GJFFWG0272120205613,166,502730605,2025-02-25,TD Food Group Inc
SGETFC0272120896127,131,847856321,2025-10-20,Kaiser Permanente - Patient - Travel II 191068086
EXHCNH0272120680354,262,421169534,2025-10-18,Matson Terminals
WJHATU0272119083694,585,183703170,2024-12-29,CORNERSTONE GENERAL CONTRA
YUXPQU0272120447541,1364,91479813,2025-10-15,SOA LAA
LDXVMX0272120788327,229,488940255,2022-05-06,Kaiser Permanete - Travel Kacie
UXVZCQ0272119619721,162,833477875,2025-10-07,Kaiser Permanente - Patient - Travel 6 191082026
MOJEVY0272119738451,109,865309336,2025-10-08,SOH DLIR Hawai'i Labor Relations Board
WRDXUM0272120678733,713,34384280,2025-10-18,ALASKA NATIVE MEDICAL CENT
OLSEGP0272120641027,170,982306592,2019-05-17,Gordon Mechanical LLC
HPCFWR0272120894260,174,492003201,2025-10-13,Petrospect Inc
DIARMU0272120654656,166,546099724,2025-10-17,Okahara and Associates Hilo
EIRGQT0272119738130,120,847449256,2025-10-08,Enterprise Holdings 1
SGBTYN0272120897058,138,639687506,2023-04-12,HAWAII LIFE FLIGHT
JLIQKS0272120646477,129,944182175,2019-12-10,Verizon Wireless Administration Office
JIOYDL0272120888673,171,832096241,2022-10-31,MC&A
USSGHO0272120559733,166,448233892,2025-10-16,Dorvin D Leis Co Inc
HHRLKL0272119945566,127,907416974,2025-10-10,SOH DHRD
GWUTXL0272120454004,166,873356816,2025-10-15,Hawaii Pacific Health Medical Group
KMQPES0272120566029,129,535215925,2023-10-03,Central Pacific Bank
AUJUWP0272119623336,171,437287712,2025-10-07,Kaiser Permanente Travel 7
FZLOAZ0272119704558,75,555906875,2021-07-20,KAISER TRAVEL-NORA
UEOBNB0272118320026,398,437024103,2019-06-18,Guiebs Catering LLC dba Guieb Cafe
JKAAYB0272119137321,175,512254503,2022-10-17,Jas w Glover Holding Company Ltd
OVDRWU0272118305697,248,274049300,2025-07-03,PACIFIC OFFICE AUTOMATION
SWVXEB0272117842049,379,157769323,2025-09-19,LIFE FLIGHT NETWORK
CUQIAD0272119232037,243,951746585,2025-10-03,Hawaii State Junior Golf Assn Kauai
NVZKGE0272120306257,153,814955466,2025-10-14,SOH COH Parks and Recreation
JZPXZQ0272120992274,213,509571425,2025-10-21,University Clinical Education & Research Assoc
ACURSU0272121350457,87,948820375,2022-03-27,Group Builders Inc 
OJZBOF0272121220316,415,650641143,2023-06-23,Island Comfort Inc
NOSXPX0272121342620,253,757316000,2025-10-16,Commercial Roofing and Waterproofing Hawaii Inc
HABOYF0272121107103,245,511297345,2025-10-22,Ke Kula O Nawahiokalaniopuu Iki LPCS
NKVWMQ0272121313674,203,940300476,2024-08-31,Aloha Infectious Diseases LLC
OEDRWJ0272119741583,157,914533782,2023-07-22,Operating Engineers JAC
SDQTVB0272120307141,185,484018776,2025-10-14,G70
WKDUKC0272119150865,161,982870173,2025-10-02,Hawaii Association for Infant Mental Health
METBMM0272119611644,203,649517120,2024-03-08,HSTA Negotiations
FAUTXY0272120884627,350,811362241,2025-10-20,Modivcare
KRHZMC0272121254655,83,454675454,2024-09-29,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
IGNMMT0272121102615,164,943926325,2022-02-18,Hana High & Elementary School
JZPXZQ0272120992273,213,509571425,2025-10-21,University Clinical Education & Research Assoc
NXVNCL0272120305074,175,997233355,2025-10-14,HEMIC Admin
KPJLTU0272121245624,158,746260432,2021-11-17,KIEWIT INFRASTRUCTURE WEST CO
JDEGBJ0272120198772,327,568649141,2025-10-13,Nordic PCL Construction-Execs
DHLQCN0272121332889,259,847041506,2021-10-10,Jas W Glover Ltd
MFVVBS0272119614866,191,552884150,2025-10-07,UH Hawaii CC Vice Chancellor of Academic Affairs
NMVIHD0272121347385,272,935318720,2025-10-20,KS Kaipuwaiola 99
MENWNH0272120460762,340,935318720,2025-08-25,KS Kaipuwaiola 99
AILDVT0272120644884,203,512577870,2023-01-30,Hawaiian Telcom Inc Legal
CBFLGF0272120897074,191,424067954,2020-07-07,SOH DHS MQD Finance Office
MFTNYN0272120453689,180,574494981,2025-10-15,Mental Health America of Hawaii
DRDFRG0272121337431,87,470031763,2024-03-14,Hawaii Pilots Association
NLNQDH0272120882738,158,927860533,2024-07-08,Kaiser Permanente - Hawaii Permanente Medical Group - Learning & Program Development
HVHIUQ0272121344011,397,850779705,2025-10-17,Henkels and McCoy Inc
JTMCSE0272121079170,188,835355916,2019-01-09,REPUBLIC NATIONAL DISTRIBUTING COMPANY
NRQYFZ0272120453663,203,764845690,2025-10-15,Unlimited Construction
USTPQA0272120549047,230,485399261,2025-10-16,Society Contracting LLC
MGLJSQ0272121351373,87,605853614,2025-10-24,Hawaiian Pacific Freight, LLC
QIECAE0272120438333,277,455381592,2025-10-15,Kokua Geotech LLC
MPYVRI0272120309947,203,764845690,2020-11-06,Unlimited Construction
MGLJSQ0272121351377,87,605853614,2025-10-24,Hawaiian Pacific Freight, LLC
MGLJSQ0272121351376,87,605853614,2025-10-24,Hawaiian Pacific Freight, LLC
GLNLGK0272119003120,198,697469463,2025-10-01,RM Towill
SWAKBB0272120884596,239,416455760,2019-12-13,AWP SAFETY
KZGJCK0272120560390,180,774303530,2025-10-16,Foodland 2
JPCTBC0272119837469,230,765164444,2022-06-28,Beachside Roofing, LLC
JFVTVA0272121334570,171,581489720,2024-08-09,Foundations Hawaii, Inc.
GVUYCK0272121340931,180,568649141,2025-10-13,Nordic PCL Construction-Execs
WEVFCY0272120551919,333,580266562,2025-10-16,Pauls Electrical
NTGMTR0272120457225,180,686404412,2025-03-04,Child and Family Service
IILWQX0272120548685,203,427959556,2021-07-21,GP Roadway Solutions Inc
SNUBOO0272121324399,160,946042075,2021-11-07,WIS INTERNATIONAL
OARKHC0272120644254,277,819120400,2023-09-01,D.Y. Mikami Construction, Inc. 
GYFOQX0272121056733,333,719610916,2025-10-22,CO-HA Builders, Inc. dba Applied Surfacing Technology
NXBUTR0272120308141,236,948820375,2025-10-14,Group Builders Inc 
IDIXGA0272120987706,180,912689842,2024-11-06,Bowman Connectivity Solutions Inc
CRIGOH0272121235076,259,478398815,2025-10-23,Hawaii Community Foundation
SNUBOO0272121325313,160,946042075,2021-11-07,WIS INTERNATIONAL
SNUBOO0272121325315,160,946042075,2021-11-07,WIS INTERNATIONAL
MFCGSZ0272119620750,147,586991355,2019-06-24,SOH-DOE-School Food Services Branch
LKZNHA0272121108186,193,555906875,2025-01-24,KAISER TRAVEL-NORA
FKAAVH0272119852112,157,774303530,2025-10-09,Foodland 2
HZZCAF0272119955503,152,774303530,2024-11-01,Foodland 2
CNSEKH0272119748816,161,502730605,2025-10-08,TD Food Group Inc
UTBHRX0272119745392,161,948820375,2025-10-08,Group Builders Inc 
CRUQHA0272121094061,244,824616715,2025-10-22,FSM GROUP LLC
OJKDPO0272121237271,157,542727290,2025-10-23,J and C Jewels Inc
WLWMMN0272120987674,175,621878526,2025-10-21,Oceanit Laboratories
CAELCE0272120890352,175,621878526,2025-10-20,Oceanit Laboratories
IYNWNX0272121109879,175,455381592,2022-08-06,Kokua Geotech LLC
UEAWKB0272121419347,79,928547594,2025-10-25,Transdev Health Solutions
NAUUUU0272119952050,171,809840603,2023-06-11,Finance Factors Ltd
OCJPOB0272120641262,171,994843080,2024-04-20,State of Hawaii Organization of Police Officers (SHOPO)
LNNPKT0272118987522,124,662978315,2019-06-15,The Episcopal Church in Hawaii
YVBODW0272121411967,377,157769323,2025-10-15,LIFE FLIGHT NETWORK
KJGPQQ0272120306117,231,948820375,2025-04-17,Group Builders Inc 
DUUKKY0272120655672,147,589186430,2025-10-17,SOH DOE Parker School
DUUKKY0272120655673,147,589186430,2025-10-17,SOH DOE Parker School
DUUKKY0272120655670,147,589186430,2025-10-17,SOH DOE Parker School
DUUKKY0272120655669,147,589186430,2025-10-17,SOH DOE Parker School
NCXCFJ0272119944048,131,644661216,2024-10-22,Honokaa High & Intermediate School
WUMJDP0272121427224,231,985124851,2025-10-22,The Queens Health Systems - Finance
KBQGBY0272121430010,180,541460835,2025-03-18,808 Support Services, LLC
MZHLPC0272121201927,161,960933956,2025-10-14,InVision Imaging
MZHLPC0272121203683,161,960933956,2025-10-14,InVision Imaging
WBOIRQ0272121234085,207,440340876,2019-06-10,HTBYB Direct Bill
OIIODO0272120091435,138,540069456,2025-10-12,Roman Catholic Church in the State of Hawaii
MDCIDC0272120652112,129,662978315,2025-10-10,The Episcopal Church in Hawaii
QBXCVN0272121100861,175,806855243,2025-10-22,Grace Pacific LLC
GGOBGO0272120988976,185,539898096,2020-12-08,US HOUSE OF REPRESENTATIVES , Jill Tokuda (HI-02)
MLJIXG0272121384861,189,706533343,2025-10-22,Kauluwao
SZARSB0272121011183,74,984083811,2025-10-21,Hawaiian Dredging Construction Co Maui
MFBOTW0272119619595,129,649517120,2025-08-18,HSTA Negotiations
UWRXSL0272119623215,138,729559725,2019-09-23,HHSC Kauai Region
OHOSUI0272120091433,138,540069456,2023-12-10,Roman Catholic Church in the State of Hawaii
MEDSBI0272121402258,236,569605794,2020-01-15,Bowers and Kubota Consulting
CNMTWP0272121230701,208,950929210,2024-08-13,Civil Mechanical Contractor
ARUOTE0272119619247,134,662978315,2025-10-07,The Episcopal Church in Hawaii
HMPWCF0272120906840,167,478726275,2023-11-27,Kaiser Permanente 
IHIOVE0272121121091,175,950636746,2025-10-22,Hookipa Homes Inc
WUITMB0272121426079,87,459842073,2022-05-01,Pacific Environmental Corp
AAGZSI0272120970591,147,749119011,2025-09-30,Hawaii Food & Wine Festival
WWTFLV0272120644454,258,943746694,2020-02-02,Title Guaranty of Hawaii
QPEPNZ0272120885462,152,992455030,2019-07-23,Meadow Gold Dairies Hawaii
SXOAHB0272120995040,160,513320290,2024-10-17,DM Air Conditioning and Refrigeration LLC
KVVAPB0272120554493,79,681608712,2025-04-16,Hawaii Petroleum Inc.
OTAIKX0272119964228,81,975158575,2025-10-10,SOH House of Representatives
UBFUFQ0272120204896,166,510318211,2019-08-01,SOH-Department of Health
UXZBNS0272119609267,185,565634451,2025-10-07,UH VP Comm Coll Admin Affrs NM
OXRORG0272119841858,166,988456840,2023-06-08,UH Hon CC Admin
NECPPJ0272119958428,189,695886085,2025-01-28,American Savings Bank
FVBGNX0272119607769,138,774303530,2025-10-07,Foodland 2
CZXQDF0272118849787,234,829429414,2025-06-30,Hawaii Honolulu Mission
FNGDZZ0272120514711,254,940674361,2025-10-09,Kenworth Hawaii LLC
SMPIKC0272119810136,239,670360692,2019-11-13,Liliuokalani Center 1
ISKUKD0272120545874,231,508657380,2025-06-11,VIP GROUPS
WSUXAP0272120539223,185,935572142,2021-06-02,Waltz Engineering Inc
QFBEFC0272120444610,394,719185600,2025-10-15,Maui Oil Company, Inc.
OZJACT0272119229823,138,709255945,2025-10-03,Hawaii Engineering Services
NMFNRB0272119498794,147,847041506,2025-10-06,Jas W Glover Ltd
EGLPUV0272120044805,185,811362241,2025-10-11,Modivcare
FNWCHJ0272119136688,138,548764370,2019-10-02,Kauai Visitors Bureau
GOPADY0272120443526,180,627199635,2023-04-26,Kaiser Permanente - Patient - Travel 5 191078486 1
NVSGFD0272119814685,138,538661281,2025-10-08,Diagnostic Laboratories General
NVSGFD0272119814684,138,538661281,2025-10-08,Diagnostic Laboratories General
UFYNHL0272120432538,147,992455030,2025-10-13,Meadow Gold Dairies Hawaii
YFUJGM0272120226253,286,811362241,2025-10-13,Modivcare
UVQMYU0272119750587,185,811362241,2022-08-13,Modivcare
DPBKLA0272120483130,143,918817384,2025-10-01,UHM Outreach College
QEJXRV0272120481894,180,788849121,2023-06-04,C S Wo and Sons Ltd
GXTZUE0272120460232,180,682049480,2025-10-15,Hawaiian Cement
QMRMIB0272118092488,120,780127250,2025-07-31,First Hawaiian Bank Retail Banking Group
LVGBON0272120449489,156,847449256,2025-10-08,Enterprise Holdings 1
SZXTPJ0272120256660,138,811362241,2025-10-08,Modivcare
NBPVEP0272118776015,143,440340876,2025-09-29,HTBYB Direct Bill
IXASQS0272120282333,277,943746694,2019-04-27,Title Guaranty of Hawaii
UJNYND0272120308567,319,894771452,2025-10-14,UH Sea Grant Program I 1
DDLKSP0272119849301,272,808224885,2023-08-27,Hawaii Job Corps Staff
UCMEZB0272119026189,216,454675454,2020-01-30,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
CTAYHY0272120538443,188,487695320,2021-04-10,Sync Drywall Systems
UEMFLN0272120461394,140,778802220,2022-08-04,SOH COH Prosecuting Attorney
FKKDSR0272120458859,79,667818034,2025-10-15,Architects Pacific, Inc. & J3 Construction, Inc.
UMBPNQ0272120306289,157,627199635,2022-04-09,Kaiser Permanente - Patient - Travel 5 191078486 1
MHTBIR0272119619566,138,877778882,2024-06-07,The Queens Health Systems
FKKDSR0272120458860,79,667818034,2025-10-15,Architects Pacific, Inc. & J3 Construction, Inc.
CTAYHY0272120538440,188,487695320,2021-04-10,Sync Drywall Systems
CTAYHY0272120538442,188,487695320,2021-04-10,Sync Drywall Systems
DDVOXC0272120167724,175,860196702,2025-10-10,Heide & Cook
WSUXAP0272120536695,185,935572142,2021-06-02,Waltz Engineering Inc
AJHTOL0272119227424,152,535215925,2025-10-03,Central Pacific Bank
GWWNEG0272119835448,171,694700996,2023-11-17,Bank of Hawaii 256
SCFTMI0272120295415,194,854523261,2025-10-09,Affiliated Construction
GPJDTS0272120527543,180,951997653,2025-10-07,Pacific AquaScapes Inc
MQTVYG0272120537171,157,849512871,2025-02-26,South-PAC Power Solutions
GKPQIG0272119614666,138,406964644,2025-07-23,Hawaii Energy Systems
KXQBSU0272119935934,286,619635435,2025-10-10,Otis Elevator
FDUQRQ0272118516984,129,675136254,2019-10-05,ILWU Maui Office
ATRKOR0272119016270,317,774303530,2025-10-01,Foodland 2
EAXVBH0272120215127,161,919482502,2019-03-26,Nan Inc.
UJQHAZ0272120322206,147,545449424,2025-10-14,Primatech Construction Inc.
YNMFDD0272118764247,129,675136254,2024-09-11,ILWU Maui Office
QFCMTS0272120526687,157,627199635,2020-03-22,Kaiser Permanente - Patient - Travel 5 191078486 1
OFDFDB0272120211344,136,488940255,2025-10-13,Kaiser Permanete - Travel Kacie
SZXTPJ0272120256659,138,811362241,2025-10-08,Modivcare
NSADFK0272120453110,149,488940255,2025-10-15,Kaiser Permanete - Travel Kacie
IVMPOT0272120042300,185,811362241,2025-01-11,Modivcare
CVQIQT0272119232352,199,935318720,2022-04-18,KS Kaipuwaiola 99
DCUBPM0272119851714,171,935318720,2022-10-07,KS Kaipuwaiola 99
AMOGLQ0272119235088,231,935318720,2025-10-03,KS Kaipuwaiola 99
AMOGLQ0272119235091,231,935318720,2025-10-03,KS Kaipuwaiola 99
OZJACT0272119229822,138,709255945,2025-10-03,Hawaii Engineering Services
LJVRIG0272120283576,180,882158546,2025-03-02,SAUSE HABILL
URVURM0272119946629,147,415464350,2019-11-25,Merrimans Restaurant 3
LJWCUT0272120284278,180,539236681,2021-07-23,Infinity Electric Dean S H Pak Inc dba
NYHMPB0272120312001,171,448233892,2025-10-14,Dorvin D Leis Co Inc
NWMRPI0272120306468,321,450039424,2025-06-23,SOH DOE OSSS EHCY
YXMQTR0272120211682,140,555906875,2019-11-21,KAISER TRAVEL-NORA
ACTDZJ0272120463860,81,975158575,2023-12-15,SOH House of Representatives
MFIIMG0272120449114,248,425865462,2025-10-15,BEK, Inc.
FNKGCH0272120475854,157,639687506,2022-11-21,HAWAII LIFE FLIGHT
HMKDBW0272120542645,194,607958492,2025-10-15,Island Flooring
